id,label,validation_label,softmax_scores
1098,1,1,0.9994630217552185
1467,0,0,0.04642333462834358
643,1,1,0.9717328548431396
401,0,0,0.37936216592788696
781,0,0,0.002869984833523631
439,1,1,0.9596406817436218
503,1,1,0.9099721908569336
844,0,0,0.014542766846716404
38,0,0,0.025246459990739822
4,1,1,0.9997517466545105
407,0,0,0.02076968550682068
1070,1,1,0.999248206615448
824,0,0,0.48549017310142517
510,0,0,0.010510800406336784
1425,1,1,0.9995651841163635
750,1,1,0.9999417066574097
26,1,1,0.989482045173645
1194,0,0,0.003006074344739318
159,1,1,0.999342143535614
868,0,0,0.04643452540040016
358,0,0,0.0035623565781861544
1464,1,1,0.9981727600097656
365,0,0,0.0033627478405833244
1314,0,0,0.012884702533483505
1305,0,0,0.018911141902208328
847,0,0,0.0036427213344722986
1042,0,0,0.0023524293210357428
1086,0,0,0.00500571820884943
669,0,0,0.0019049157854169607
672,1,1,0.995100200176239
100,0,0,0.007650919258594513
24,1,1,0.9820466637611389
986,1,1,0.9840307235717773
713,0,0,0.008054169826209545
39,0,0,0.005977292079478502
211,1,1,0.8675998449325562
813,0,0,0.4427148997783661
221,0,0,0.004337609279900789
201,1,1,0.9978281855583191
1346,0,0,0.0018158244201913476
1428,0,0,0.20954014360904694
1362,0,0,0.001222600694745779
898,0,0,0.022841855883598328
262,1,1,0.9941391944885254
990,1,1,0.9998716115951538
1254,0,0,0.03153396397829056
1128,1,0,0.24402569234371185
1183,0,0,0.010255051776766777
62,0,0,0.00151892751455307
122,0,0,0.028254156932234764
854,0,0,0.004596554674208164
887,0,0,0.10119520127773285
1152,1,1,0.9996178150177002
769,0,0,0.0019245077855885029
61,0,0,0.02712337113916874
1000,0,0,0.006522137671709061
336,0,0,0.0030128618236631155
933,1,1,0.9999496936798096
576,1,1,0.9684463739395142
914,0,0,0.02026265300810337
167,0,0,0.010709527879953384
1260,1,1,0.9959620833396912
922,0,0,0.03364938125014305
402,0,0,0.0044576083309948444
702,0,0,0.0024004834704101086
85,0,0,0.0048269471153616905
958,1,1,0.9999005794525146
801,0,0,0.06775122880935669
182,1,1,0.9696205258369446
327,0,0,0.0020102225244045258
973,0,0,0.0030494448728859425
1038,1,1,0.9999970197677612
25,0,0,0.038109030574560165
1119,0,0,0.0007939949864521623
347,1,1,0.9977849125862122
685,0,0,0.019276583567261696
500,1,1,0.9650044441223145
173,1,1,0.9987800717353821
884,1,1,0.9974210262298584
877,0,0,0.002552587306126952
188,1,1,0.9961761236190796
557,0,0,0.01619049534201622
118,1,1,0.7885370850563049
842,0,0,0.026138994842767715
1099,0,0,0.018080130219459534
291,1,1,0.985959529876709
819,0,0,0.4930618107318878
1048,0,0,0.005741115193814039
432,0,0,0.08923898637294769
97,0,0,0.0010291527723893523
409,0,0,0.004526671953499317
